Word,Definition
ἄριοι,Arians
ἄριστον,"morning meal, breakfast,"
ἄριστος,best
ἄρκεσις,"help, aid,"
ἄρκευθος,"juniper, Juniperus macrocarpa,"
ἄρκη,arca
ἄρκηλος,"young panther,"
ἄρκιος,"to be relied on, sure, certain,"
ἄρκος,"bear,"
ἄρκος,"defence,"
ἄρκτος,"bear,"
ἄρκυς,"net, hunter's net,"
ἄρμενα,tackle
ἄρνειος,of a lamb
ἄρνησις,"denial,"
ἄρον,"cuckoo-pint, Arum italicum,"
ἄρος,"use, profit, help,"
ἄροσις,"arable land, corn-land,"
ἄροτος,"corn-field,"
ἄροτρον,"plough,"
ἄρουρα,a ro u ra i
ἄρθμιος,"united,"
ἄρθρον,"joint,"
ἄρρηκτος,"unbroken, not to be broken,"
ἄρρητος,"unspoken,"
ἄρριχος,"wicker basket,"
ἄρρωστος,"weak, sickly,"
ἄρσην,"NT,"
ἄρσιος,"fitting, meet, right,"
ἄρσις,raising
ἄρτι,"just, exactly,"
ἄρτιος,"complete, perfect of its kind, suitable, exactly fitled,"
ἄρτος,cake
ἄρωμα,aromatic herb
ἄρωμα,"arable land, corn-land,"
ἄρχω,"to be first,"
ἄρχων,"ruler, commander,"
ἄσαντος,"not to be soothed, ungentle,"
ἄσαρκος,"without flesh, lean,"
ἄσαρον,"hazelwort, Asarum europaeum,"
ἄσβεστος,"unquenchable, inextinguishable,"
ἄσβολος,"soot,"
ἄσεπτος,"unholy,"
ἄσφαλτος,"asphalt, bitumen,"
ἄση,"surfeit, loathing, nausea,"
ἄσημος,without mark
ἄσηπτος,not liable to decay
ἄσηρος,"without worms,"
ἄσις,"slime, mud,"
ἄσιτος,"without food, fasting,"
ἄσκεπτος,"inconsiderate, unreflecting,"
ἄσκηνος,"without tents, not under canuas,"
ἄσκησις,"exercise, practice, training,"
ἄσκοπος,"inconsiderate, heedless,"
ἄσκοπος,"aimless,"
ἄσκωμα,leather padding
ἄσμενος,"well-pleased, glad,"
ἄσοφος,"unwise, foolish,"
ἄσπαρτος,"unsown, untilled,"
ἄσπασμα,"embraces,"
ἄσπειστος,"to be appeased by no libations, implacable,"
ἄσπετος,"unspeakable, unutterable"
ἄσπονδος,without
ἄσπορος,"unsown, growing without cultivation,"
ἄσθμα,"short-drawn breath, panting,"
ἄστατος,"never standing still, unresting,"
ἄσταχυς,"ear of corn,"
ἄστεγος,"without roof, houseless,"
ἄστολος,"ungirded,"
ἄστοργος,"without natural affection,"
ἄστρεπτος,"without turning the back,"
ἄστροφος,without turning round
ἄστρον,"the stars,"
ἄστρωτος,without bed
ἄστυ,"town,"
ἄσυλος,"safe from violence, inviolate,"
ἄσωστος,"not to be saved, past recovery,"
ἄσωτος,"having no hope of safety, in desperate case,"
ἄσχετος,"not to be checked, ungovernable,"
ἄσχολος,"without leisure, engaged, busy,"
ἄταφος,"unburied,"
ἄτακτος,"not in battle-order,"
ἄτεγκτος,"not to be softened by water,"
ἄτεκνος,"without children, childless, barren,"
ἄτερ,"without, apart from,"
ἄτεχνος,"without art, unskilful,"
ἄτη,"bewilderment, infatuation,"
ἄτιμος,"unhonoured, dishonoured,"
ἄτλητος,"not to be borne, insufferable,"
ἄτμητος,"not carved,"
ἄτοκος,"having never yet brought forth,"
ἄτολμος,"daring nothing, cowardly,"
ἄτονος,"not stretched, relaxed"
ἄτοπος,"out of place, out of the way:"
ἄτρακτος,"spindle,"
ἄτρεμας,"without trembling, without motion,"
ἄτρεπτος,"unchangeable,"
ἄτρεστος,"not trembling, fearless,"
ἄτριπτος,"not worn hard by work,"
ἄτριχος,"without hair,"
ἄτροφος,"ill-fed,"
ἄτρομος,"fearless,"
ἄτρυτος,"not worn, untiring, unwearied,"
ἄτρωτος,"unwounded,"
ἄττα,"father,"
ἄτυφος,"not puffed up,"
ἄυπνος,"sleepless, wakeful"
ἄω,"blow,"
ἄωρος,"untimely, unseasonable,"
ἄωρος,fore
ἄωτον,"the choicest, the flower of its kind"
ἄωτος,"without ears,"
ἄχαρις,without grace
ἄχειρος,without hands
ἄχλοος,"without herbage,"
ἄχνη,anything that comes off the surface
ἄχολος,"lacking gall,"
ἄχορος,"without the dance,"
ἄχος,"pain, distress,"
ἄχθομαι,"to be loaded,"
ἄχθος,"burden, load,"
ἄχραντος,"undefiled, immaculate,"
ἄχρηστος,"useless, unprofitable,"
ἄχρι,"to the uttermost,"
ἄχροια,"absence of colour,"
ἄχροος,"colourless,"
ἄχυλος,"without juice, insipid,"
ἄχυρον,"chaff, bran, husks"
ἄψ,"abs) backwards, back again,"
ἄψαυστος,"untouched,"
ἄψηκτος,"untanned,"
ἄψορρος,"going back, backwards,"
ἄψυχος,"lifeless, inanimate,"
ἄζηλος,"unenvied, unenviable, dreary"
ἄζυξ,"unyoked, unpaired"
ἄζυγος,unwedded
ἄζωστος,ungirt
ἆ,ah!
ἆμαρ,day
ἆθλον,prize of contest
ἆθλος,contest
ἆρα,particle introducing a question
ἆρα,anxiety
ἆσθμα,to blow
ἆσσον,"nearer,"
ἆτος,insatiable.
ᾆσις,"singing, song,"
ᾆσμα,"song,"
ἀάατος,"not to be injured, inviolable,"
ἀάω,"hurt, damage,"
ἀάζω,"breathe with the mouth wide open,"
ἀαγής,"unbroken, hard,"
ἀβαθής,"not deep,"
ἀβασάνιστος,"not tortured,"
ἀβέβαιος,"unreliable,"
ἀβέλτερος,"silly, stupid,"
ἀβελτερία,"silliness, fatuity,"
ἀβίωτος,"not to be lived, insupportable,"
ἀβλαβής,"without harm,"
ἀβλής,not thrown
ἀβληχρός,"weak, feeble,"
ἀβοήθητος,"admitting of no help, without remedy, incurable,"
ἀβολέω,"meet,"
ἀβούλητος,"involuntary,"
ἀβουκόλητος,untended by herdsmen
ἀβουλέω,"to be unwilling,"
ἀβουλία,"ill-advisedness, thoughtlessness,"
ἀβροχέω,not to be inundated
ἀξία,"worth, value,"
ἀξίνη,"axe-head,"
ἀξίωμα,"that of which one is thought worthy, an honour,"
ἀξίωσις,"thinking worthy,"
ἀξιάω,Hoffmann Inscr.
ἀξιαφήγητος,"worth telling,"
ἀξιέπαινος,"praiseworthy,"
ἀξιόλογος,"worthy of mention, remarkable,"
ἀξιόμαχος,a match for
ἀξιόνικος,"worthy of victory, worthy of being preferred,"
ἀξιόπιστος,"trustworthy,"
ἀξιόω,"think, deem worthy,"
ἀξιόχρεως,Foed. Delph.Pell.
ἀξιόζηλος,"enviable,"
ἀξιοθαύμαστος,"wonder-worthy,"
ἀξιοθέατος,"well worth seeing,"
ἀξονήλατος,"whirling on the axle,"
ἀδάκρυτος,without tears
ἀδάμας,unconquerable:
ἀδάμαστος,"unsubdued, inflexible"
ἀδάματος,unconquered
ἀδάπανος,"without expense, costing nothing"
ἀδάρκη,salt efflorescence on the herbage of marshes
ἀδαίετος,undivided
ἀδακρυτί,"tearlessly, without tears"
ἀδαμάντινος,"adamantine, of steel"
ἀδαμαντόδετος,iron-bound
ἀδέκαστος,"unbribed, impartial"
ἀδέψητος,untanned
ἀδεής,fearless
ἀδεής,not in want
ἀδείμαντος,"fearless, dauntless"
ἀδεκάτευτος,tithe-free
ἀδελφή,sister
ἀδελφίζω,"adopt as a brother, call brother,"
ἀδελφιδέος,nephew
ἀδελφιδῆ,a brother's
ἀδελφικός,brotherly
ἀδελφός,son of the same mother
ἀδευκής,"not sweet,"
ἀδήιος,"unassailed, unravaged"
ἀδήλητος,unhurt
ἀδήριτος,without strife
ἀδῄωτος,not ravaged
ἀδηφάγος,"gluttonous, greedy"
ἀδηφαγέω,to be greedy
ἀδηφαγία,gluttony
ἀδηλέω,to be in the dark about
ἀδηλόω,render invisible
ἀδημονέω,to be sorely troubled
ἀδίαντος,unwetted
ἀδίδακτος,"untaught, ignorant"
ἀδίκημα,wrong done
ἀδίκιον,malversation
ἀδιάβλητος,not listening to calumny
ἀδιάφθορος,not affected by decay
ἀδιάλειπτος,"unintermitting, incessant"
ἀδιάλλακτος,irreconcilable
ἀδιάρθρωτος,not jointed
ἀδιάστροφος,incapable of turning
ἀδιάτμητος,not cut in pieces
ἀδιασκέπτως,inconsiderately
ἀδιέξοδος,that cannot be gone through
ἀδιήγητος,indescribable
ἀδικέω,to be
ἀδικητής,"wronger, injurer"
ἀδικία,"wrongdoing, injustice"
ἀδινός,close-packed
ἀδιόρθωτος,"not corrected, not set right"
ἀδιοίκητος,unarranged
ἀδιψέω,to be free from thirst
ἀδμής,unwedded
ἀδμῆτις,virgin
ἀδόκητος,unexpected
ἀδόκιμος,"not legal tender, not current"
ἀδοξέω,"to be held in no esteem, be in ill repute"
ἀδοξία,ill repute
ἀδοκίμαστος,not approved
ἀδολέσχης,"prater, idle talker"
ἀδολεσχέω,"talk idly, prate"
ἀδολεσχία,"prating, garrulity"
ἀδούλωτος,"unenslaved, unsubdued"
ἀδουλέω,have no slaves
ἀδρανέω,to be weak
ἀδρανής,"impotent, feeble,"
ἀδύνατος,unable
ἀδυναμία,"want of strength, debility"
ἀδυνατέω,to be
ἀδυνατόω,debilitate
ἀδωροδόκητος,incorruptible
ἀέξω,augeo
ἀέκητι,against one's will
ἀέκων,"involuntary, constrained"
ἀέναος,ever-flowing
ἀέθλιος,gaining the prize
ἀέρδην,lifting up
ἀέριος,misty
ἀεξίφυλλος,"nourishing leaves, leafy"
ἀεί,"ever, always"
ἀείδω,Il.Parv..
ἀείμνηστος,had in everlasting remembrance
ἀείρω,attach
ἀείσκωψ,owl
ἀείζωον,"houseleek, Sempervivum"
ἀείζωος,"ever-living, everlasting"
ἀειδής,formless
ἀεικέλιος,illfavored
ἀεικής,"unseemly, shameful"
ἀεικίνητος,in perpetual motion
ἀειθαλής,"evergreen,"
ἀειζώων,everliving
ἀεκούσιος,"against the will, constrained"
ἀελλής,eddying
ἀελλόπος,"storm-footed, storm-swift"
ἀελπτέω,"have no hope, despair"
ἀενάων,everflowing
ἀεργηλός,Fr..
ἀεργία,"anot-working, idleness"
ἀεργός,"not working, idle"
ἀερόφοιτος,roaming in air
ἀεροβάτης,one who walks the air
ἀεροβατέω,to walk the air
ἀεροδόνητος,"air-tossed, soaring"
ἀερονηχής,floating in air
ἀερσίλοφος,high-crested
ἀερτάζω,lift up
ἀετίτης,eagle-stone
ἀετός,eagle
ἀετώδης,eagle-like
ἀφάνεια,"obscurity, uncertainty,"
ἀφάνισις,"getting rid of,"
ἀφάσσω,"feel,"
ἀφαίρεσις,"taking away, carrying off, remoual,"
ἀφαιρέω,take away from
ἀφανέω,"fail to put in an appearance,"
ἀφανεί,"invisibly, obscurely,"
ἀφανής,"unseen,"
ἀφανίζω,"make unseen, hide,"
ἀφανισμός,"extermination, destruction,"
ἀφαντόω,make
ἀφαρπάζω,tear off
ἀφασία,speechlessness
ἀφαύω,"dry up, parch,"
ἀφαυρός,"feeble, powerless,"
ἀφέλεια,"simplicity,"
ἀφέλκω,"drag away,"
ἀφέτης,"one who lets off a military engine,"
ἀφέψημα,"decoction,"
ἀφέψω,purify
ἀφεγγής,"without light,"
ἀφειδέω,"to be unsparing, lavish of,"
ἀφειδής,"not sparing of,"
ἀφειδία,"generosity, liberality,"
ἀφεκτέον,"one must abstain from,"
ἀφεκτέος,one must abstain from
ἀφελής,"without a stone, even, smooth,"
ἀφεστήξω,"shall be absent, away from,"
ἀφεύω,"singe off,"
ἀφήγησις,"narration,"
ἀφήκω,"arrive at or have arrived,"
ἀφήτωρ,"archer,"
ἀφῆλιξ,"beyond youth, elderly,"
ἀφηγέομαι,lead the way from
ἀφηνιάζω,"refuse to obey the reins,"
ἀφηθέω,"filter off,"
ἀφία,"lesser celandine, Ranunculus Ficaria,"
ἀφίημι,"send forth, discharge,"
ἀφιερόω,"hallow, consecrate,"
ἀφικάνω,"arrive at,"
ἀφικνέομαι,"arrive at, come to, reach:"
ἀφιππεύω,"ride off, away,"
ἀφλοισμός,"foaming at the mouth,"
ἀφνειός,"rich, wealthy,"
ἀφόμοιος,"unlike,"
ἀφόρητος,"unendurable,"
ἀφόσιος,"unholy,"
ἀφοβία,"fearlessness,"
ἀφοβόσπλαγχνος,"fearless of heart,"
ἀφοίβαντος,"uncleansed, unclean,"
ἀφοίνικτος,"unreddened,"
ἀφομοιόω,"make like,"
ἀφοράω,look away from
ἀφορέω,"to be barren,"
ἀφορία,not bearing
ἀφορίζω,"mark off by boundaries,"
ἀφορμάω,make to start from
ἀφορμή,"starting-point,"
ἀφορολόγητος,"not subjected to tribute,"
ἀφοσιόω,purify from guilt
ἀφθάω,suffer from
ἀφθεγκτέω,"to be speechless,"
ἀφθόνητος,"unenvied,"
ἀφθονία,freedom from envy
ἀφράδμων,without sense
ἀφραδής,"insensate, reckless,"
ἀφραδία,"folly, thoughtlessness,"
ἀφρέω,"foam,"
ἀφρήτωρ,without brotherhood
ἀφρόντιστος,"thoughtless, heedless,"
ἀφρόομαι,"become frothy,"
ἀφρός,"foam,"
ἀφροδισιάζω,to indulge lust
ἀφρονέω,"to be silly, act foolishly,"
ἀφροσύνη,"folly, thoughtlessness,"
ἀφρούρητος,"unguarded,"
ἀφρουρέω,"leave unguarded,"
ἀφρώδης,"foamy,"
ἀφύη,small fry
ἀφύλακτος,"unguarded, unwatched,"
ἀφύσσω,draw
ἀφυής,"without natural talent, not clever, dull,"
ἀφυλαξία,"carelessness in watching,"
ἀφυλακτέω,"bark out,"
ἀφυλακτέω,"to be off one's guard,"
ἀφυπνίζω,"awaken from sleep,"
ἀφωνέω,"to be speechless,"
ἀφωνία,"speechlessness,"
ἀγάλακτος,"giving no milk,"
ἀγάλλω,"glorify, exalt,"
ἀγάομαι,"admiring,"
ἀγάπη,"love,"
ἀγάπησις,"affection,"
ἀγάστονος,"much groaning,"
ἀγάζω,"exalt overmuch,"
ἀγαίομαι,"to be indignant at,"
ἀγαλματόω,"make into an image,"
ἀγαλματοποιέω,"make statues,"
ἀγαλματοποιός,"sculptor,"
ἀγανάκτησις,"physical pain and irritation,"
ἀγανακτέω,"feel a violent irritation,"
ἀγανόφρων,"gentle of mood,"
ἀγανός,"mild, gentle,"
ἀγαπάω,greet with affection
ἀγαπάζω,"treat with affection, receive with outward signs of love,"
ἀγαπητός,that wherewith one must be content
ἀγαθίς,"ball of thread,"
ἀγαθός,good:
ἀγαθόω,do good to
ἀγαστός,"admirable,"
ἀγαυός,"illustrious, noble,"
ἀγέλαστος,"not laughing, grave, gloomy,"
ἀγέλη,herd
ἀγέληθεν,from a herd
ἀγένειος,"beardless, boyish"
ἀγένητος,"uncreated, unoriginated"
ἀγέννητος,"unbegotten, unborn"
ἀγέραστος,"without a gift of honour, unrecompensed"
ἀγέρωχος,"high-minded, lordly"
ἀγείρω,gather together
ἀγείτων,neighbourless
ἀγελάζομαι,"to be gregarious, flock"
ἀγελαῖος,belonging to a herd
ἀγελαιών,a place for herds
ἀγελαστέω,to be
ἀγεληδόν,in herds
ἀγενής,"unborn, uncreated"
ἀγεννής,low-born
ἀγεώργητος,"uncultivated,"
ἀγγέλλω,bear a message
ἀγγεῖον,vessel
ἀγγελία,"message, tidings"
ἀγή,breakage:
ἀγήνωρ,"manly, heroic,"
ἀγήραος,"ageless, undecaying,"
ἀγηνορία,"manliness, courage,"
ἀγητός,"admirable, wonderful,"
ἀγινέω,"lead, bring,"
ἀγκάλη,"bent arm,"
ἀγκάλισμα,that which is embraced
ἀγκάς,"into or in the arms,"
ἀγκάζομαι,"lift up in the arms,"
ἀγκιστρεία,"angling,"
ἀγκιστρόομαι,"to be furnishedwith barbs,"
ἀγκοίνη,the bent arm
ἀγκύλη,bend of the arm
ἀγκύλος,"crooked, curved,"
ἀγκύριον,"anchor-cables,"
ἀγκυλόω,"crook, bend,"
ἀγκυλομήτης,"crooked of counsel,"
ἀγκυλοχήλης,"with crooked claws,"
ἀγκυρίζω,hook
ἀγκυρουχία,"a holding by the anchor,"
ἀγκών,"bend of the arm,"
ἀγλάισμα,"an ornament, honour"
ἀγλαία,"splendour, beauty, adornment"
ἀγλαίζω,to make bright
ἀγλαός,"splendid, shining, bright"
ἀγλαοφῶτις,peony
ἀγνοέω,not to perceive
ἀγνώμων,"ill-judging, senseless"
ἀγνώς,unknown
ἀγνωμονέω,to be
ἀγνωμοσύνη,want of acquaintance with
ἀγνωσία,ignorance
ἀγόρασμα,thatwhichisbought
ἀγός,"leader, chief"
ἀγονέω,to be unfruitful
ἀγονία,sterility
ἀγορά,assembly
ἀγοράομαι,"meet in assembly, sit in debate"
ἀγοράζω,frequent the
ἀγοραῖος,"in, of"
ἀγορανόμος,clerk of the market
ἀγορανομέω,to be
ἀγορανομία,office of
ἀγοραστής,the slave who had to buy
ἀγοραστός,"bought, paid for,"
ἀγορεύω,"speak in the assembly, harangue"
ἀγορήνδε,to the assembly
ἀγορῆθεν,from the assembly
ἀγορητής,speaker
ἀγοστός,flat of the hand
ἀγράμματος,illiterate
ἀγραμματία,illiteracy
ἀγραυλέω,"live in the open, out of doors"
ἀγρέτης,god of the fields
ἀγρέω,"take, seize"
ἀγρεῖος,of the field
ἀγρεύς,hunter
ἀγρεύω,take by hunting
ἀγρευτικός,of
ἀγρίζω,"inflame, irritate"
ἀγριάς,wild
ἀγριάω,to be savage
ἀγριαίνω,to be
ἀγριότης,"savageness, wildness"
ἀγριόω,makewild
ἀγριοποιός,poet of savagery
ἀγρόνομος,"haunting the country, rural, wild"
ἀγρόθεν,from the country
ἀγρός,field
ἀγρότερος,wild
ἀγρότης,"countryman, rustic"
ἀγροικία,"rusticity, boorishness"
ἀγροικίζομαι,to be rude and boorish
ἀγροιώτης,rustic
ἀγρονόμος,haunting the country
ἀγρυπνέω,"lie awake, pass sleepless nights"
ἀγρυπνία,"sleeplessness, wakefulness"
ἀγρώστης,wild
ἀγύμναστος,"unexercised, untrained"
ἀγύρτης,collector
ἀγυιά,"a street, highway"
ἀγυιάτης,inhabitants of an
ἀγυιᾶτις,neighbour
